,dataset,esperimento,pattern,graph,Sub_3_present,Sub_92_present,Sub_42_present,Sub_3_compliant,Sub_92_compliant,Sub_42_compliant,respected,Sub3,Sub92,Sub42
9179,bpi17denied,alignments,240,graph2645,True,False,True,True,,True,False,0,1,1
9180,bpi17denied,alignments,240,graph2644,True,False,True,True,,True,False,0,1,0
9181,bpi17denied,alignments,240,graph2643,True,False,True,True,,True,False,1,1,1
9182,bpi17denied,alignments,240,graph2642,True,False,True,True,,True,False,1,1,0
9183,bpi17denied,alignments,240,graph2641,True,False,True,True,,True,False,0,1,1
9184,bpi17denied,alignments,240,graph2640,True,False,True,True,,True,False,1,1,1
9185,bpi17denied,alignments,240,graph2639,True,False,True,True,,True,False,0,1,1
9186,bpi17denied,alignments,240,graph2638,True,False,True,True,,True,False,1,1,0
9187,bpi17denied,alignments,240,graph2637,True,False,True,True,,True,False,1,1,1
9188,bpi17denied,alignments,240,graph2636,True,False,True,False,,True,False,1,1,0
9189,bpi17denied,alignments,240,graph2635,True,False,True,True,,True,False,0,1,0
9190,bpi17denied,alignments,240,graph2634,True,False,True,False,,True,False,1,1,0
9191,bpi17denied,alignments,240,graph2633,True,False,True,True,,True,False,1,1,1
9192,bpi17denied,alignments,240,graph2632,True,False,True,True,,True,False,1,1,1
9193,bpi17denied,alignments,240,graph2631,True,False,True,True,,True,False,1,1,1
9194,bpi17denied,alignments,240,graph2630,True,False,True,True,,True,False,1,1,0
9195,bpi17denied,alignments,240,graph2629,True,False,True,True,,True,False,1,1,1
9196,bpi17denied,alignments,240,graph2628,False,False,True,,,True,False,0,1,0
9197,bpi17denied,alignments,240,graph2627,True,False,True,True,,True,False,0,1,0
9198,bpi17denied,alignments,240,graph2626,True,False,True,True,,True,False,1,1,0
9199,bpi17denied,alignments,240,graph2625,True,False,True,True,,True,False,1,1,1
9200,bpi17denied,alignments,240,graph2624,True,False,True,True,,True,False,0,1,0
9201,bpi17denied,alignments,240,graph2623,True,False,True,True,,True,False,1,1,1
9202,bpi17denied,alignments,240,graph2622,True,False,True,True,,True,False,1,1,0
9203,bpi17denied,alignments,240,graph2621,True,False,True,True,,True,False,0,1,0
9204,bpi17denied,alignments,240,graph2620,True,False,True,True,,True,False,1,1,1
9205,bpi17denied,alignments,240,graph2619,True,False,True,True,,True,False,0,1,0
9206,bpi17denied,alignments,240,graph2618,True,False,True,True,,True,False,0,1,0
9207,bpi17denied,alignments,240,graph2617,True,False,True,True,,True,False,1,1,0
9208,bpi17denied,alignments,240,graph2616,True,False,True,True,,True,False,1,1,0
9209,bpi17denied,alignments,240,graph2615,True,False,True,False,,True,False,1,1,0
9210,bpi17denied,alignments,240,graph2614,True,False,True,True,,True,False,1,1,0
9211,bpi17denied,alignments,240,graph2613,True,False,True,False,,True,False,1,1,0
9212,bpi17denied,alignments,240,graph2612,True,False,True,False,,True,False,1,1,1
9213,bpi17denied,alignments,240,graph2611,True,False,True,True,,True,False,1,1,1
9214,bpi17denied,alignments,240,graph2610,True,False,False,True,,,False,1,0,0
9215,bpi17denied,alignments,240,graph2609,True,False,True,True,,True,False,1,1,0
9216,bpi17denied,alignments,240,graph2608,True,False,True,True,,True,False,1,1,1
9217,bpi17denied,alignments,240,graph2607,True,False,True,True,,True,False,1,1,1
9218,bpi17denied,alignments,240,graph2606,True,False,True,True,,True,False,1,1,1
9219,bpi17denied,alignments,240,graph2605,True,False,True,True,,True,False,1,1,0
9220,bpi17denied,alignments,240,graph2604,True,False,True,True,,True,False,1,1,0
9221,bpi17denied,alignments,240,graph2603,True,False,True,False,,True,False,1,1,0
9222,bpi17denied,alignments,240,graph2602,True,False,True,True,,True,False,0,1,0
9223,bpi17denied,alignments,240,graph2601,True,False,True,True,,True,False,1,1,1
9224,bpi17denied,alignments,240,graph2600,True,False,True,True,,True,False,1,1,0
9225,bpi17denied,alignments,240,graph2599,True,False,True,True,,True,False,1,1,0
9226,bpi17denied,alignments,240,graph2598,True,False,False,True,,,False,1,0,0
9227,bpi17denied,alignments,240,graph2597,True,False,True,True,,True,False,1,1,1
9228,bpi17denied,alignments,240,graph2596,True,False,True,False,,True,False,1,1,1
9229,bpi17denied,alignments,240,graph2595,True,False,True,True,,True,False,1,1,0
9230,bpi17denied,alignments,240,graph2594,True,False,False,True,,,False,1,0,0
9231,bpi17denied,alignments,240,graph2593,True,False,True,True,,True,False,1,1,0
9232,bpi17denied,alignments,240,graph2592,True,False,True,False,,True,False,1,1,0
9233,bpi17denied,alignments,240,graph2591,True,False,True,True,,True,False,1,1,1
9234,bpi17denied,alignments,240,graph2590,True,False,True,True,,True,False,1,1,0
9235,bpi17denied,alignments,240,graph2589,True,False,True,True,,True,False,0,1,1
9236,bpi17denied,alignments,240,graph2588,True,False,True,True,,True,False,1,1,1
9237,bpi17denied,alignments,240,graph2587,True,False,False,True,,,False,1,0,0
9238,bpi17denied,alignments,240,graph2586,True,False,True,True,,True,False,1,1,0
9239,bpi17denied,alignments,240,graph2585,True,False,True,True,,True,False,0,1,0
9240,bpi17denied,alignments,240,graph2584,True,False,True,True,,True,False,1,1,1
9241,bpi17denied,alignments,240,graph2583,True,False,True,False,,True,False,1,1,0
9242,bpi17denied,alignments,240,graph2582,True,False,True,True,,True,False,1,1,1
9243,bpi17denied,alignments,240,graph2581,True,False,True,True,,True,False,0,1,1
9244,bpi17denied,alignments,240,graph2580,True,False,True,True,,True,False,0,1,1
9245,bpi17denied,alignments,240,graph2579,True,False,True,True,,True,False,0,1,1
9246,bpi17denied,alignments,240,graph2578,True,False,True,True,,True,False,1,1,1
9247,bpi17denied,alignments,240,graph2577,True,False,True,True,,True,False,1,1,1
9248,bpi17denied,alignments,240,graph2576,True,False,False,True,,,False,1,0,0
9249,bpi17denied,alignments,240,graph2575,True,False,True,True,,True,False,1,1,1
9250,bpi17denied,alignments,240,graph2574,True,False,True,True,,True,False,0,1,0
9251,bpi17denied,alignments,240,graph2573,True,False,True,True,,True,False,0,1,0
9252,bpi17denied,alignments,240,graph2572,True,False,True,True,,True,False,1,1,1
9253,bpi17denied,alignments,240,graph2571,True,False,True,False,,True,False,1,1,0
9254,bpi17denied,alignments,240,graph2570,True,False,True,True,,True,False,1,1,0
9255,bpi17denied,alignments,240,graph2569,True,False,True,True,,True,False,1,1,0
9256,bpi17denied,alignments,240,graph2568,True,False,True,True,,True,False,1,1,1
9257,bpi17denied,alignments,240,graph2567,True,False,True,True,,True,False,0,1,0
9258,bpi17denied,alignments,240,graph2566,False,False,False,,,,True,0,0,1
9259,bpi17denied,alignments,240,graph2565,True,False,True,True,,True,False,0,1,0
9260,bpi17denied,alignments,240,graph2564,True,False,True,True,,True,False,0,1,1
9261,bpi17denied,alignments,240,graph2563,True,False,True,True,,True,False,0,1,1
9262,bpi17denied,alignments,240,graph2562,True,False,True,True,,True,False,1,1,1
9263,bpi17denied,alignments,240,graph2561,True,False,True,True,,True,False,0,1,0
9264,bpi17denied,alignments,240,graph2560,True,False,True,True,,True,False,0,1,0
9265,bpi17denied,alignments,240,graph2559,True,False,True,True,,True,False,1,1,1
9266,bpi17denied,alignments,240,graph2558,True,False,True,True,,True,False,0,1,1
9267,bpi17denied,alignments,240,graph2557,True,False,True,True,,True,False,0,1,1
9268,bpi17denied,alignments,240,graph2556,True,False,True,True,,True,False,0,1,1
9269,bpi17denied,alignments,240,graph2555,True,False,True,True,,True,False,0,1,1
9270,bpi17denied,alignments,240,graph2554,True,False,True,True,,True,False,1,1,1
9271,bpi17denied,alignments,240,graph2553,True,False,True,True,,True,False,1,1,0
9272,bpi17denied,alignments,240,graph2552,True,False,True,True,,True,False,1,1,0
9273,bpi17denied,alignments,240,graph2551,True,False,True,True,,True,False,1,1,0
9274,bpi17denied,alignments,240,graph2550,True,False,True,True,,True,False,0,1,1
9275,bpi17denied,alignments,240,graph2549,True,False,True,True,,True,False,1,1,0
9276,bpi17denied,alignments,240,graph2548,True,False,True,False,,True,False,1,1,1
9277,bpi17denied,alignments,240,graph2547,True,False,True,False,,True,False,1,1,1
9278,bpi17denied,alignments,240,graph2546,True,False,True,False,,True,False,1,1,1
9279,bpi17denied,alignments,240,graph2545,True,False,True,True,,True,False,1,1,0
9280,bpi17denied,alignments,240,graph2544,True,False,True,True,,True,False,1,1,1
9281,bpi17denied,alignments,240,graph2543,True,False,True,True,,True,False,1,1,1
9282,bpi17denied,alignments,240,graph2542,True,False,True,True,,True,False,1,1,0
9283,bpi17denied,alignments,240,graph2541,True,False,True,True,,True,False,1,1,0
9284,bpi17denied,alignments,240,graph2540,True,False,True,True,,True,False,1,1,0
9285,bpi17denied,alignments,240,graph2539,True,False,True,False,,True,False,1,1,1
9286,bpi17denied,alignments,240,graph2538,True,False,True,True,,True,False,1,1,1
9287,bpi17denied,alignments,240,graph2537,True,False,True,True,,True,False,1,1,0
9288,bpi17denied,alignments,240,graph2536,True,False,True,True,,True,False,1,1,1
9289,bpi17denied,alignments,240,graph2535,True,False,True,False,,True,False,1,1,1
9290,bpi17denied,alignments,240,graph2534,True,False,True,True,,True,False,1,1,1
9291,bpi17denied,alignments,240,graph2533,True,False,True,True,,True,False,1,1,0
9292,bpi17denied,alignments,240,graph2532,True,False,True,True,,True,False,0,1,1
9293,bpi17denied,alignments,240,graph2531,True,False,True,False,,True,False,1,0,0
9294,bpi17denied,alignments,240,graph2530,True,False,True,True,,True,False,1,0,0
9295,bpi17denied,alignments,240,graph2529,True,False,True,True,,True,False,1,1,0
9296,bpi17denied,alignments,240,graph2528,True,False,True,False,,True,False,1,1,0
9297,bpi17denied,alignments,240,graph2527,True,False,True,True,,True,False,0,1,0
9298,bpi17denied,alignments,240,graph2526,True,False,True,True,,True,False,0,1,1
9299,bpi17denied,alignments,240,graph2525,True,False,True,True,,True,False,0,1,0
9300,bpi17denied,alignments,240,graph2524,True,False,True,True,,True,False,1,1,0
9301,bpi17denied,alignments,240,graph2523,True,False,False,False,,,True,1,0,0
9302,bpi17denied,alignments,240,graph2522,True,False,True,True,,True,False,1,1,0
9303,bpi17denied,alignments,240,graph2521,True,False,True,True,,True,False,0,1,1
9304,bpi17denied,alignments,240,graph2520,True,False,True,True,,True,False,0,1,0
9305,bpi17denied,alignments,240,graph2519,True,False,True,True,,True,False,1,1,0
9306,bpi17denied,alignments,240,graph2518,True,False,True,True,,True,False,1,1,0
9307,bpi17denied,alignments,240,graph2517,False,False,True,,,True,False,0,1,0
9308,bpi17denied,alignments,240,graph2516,True,False,True,True,,True,False,0,1,0
9309,bpi17denied,alignments,240,graph2515,True,False,True,True,,True,False,1,1,0
9310,bpi17denied,alignments,240,graph2514,True,False,True,True,,True,False,1,1,0
9311,bpi17denied,alignments,240,graph2513,True,False,True,True,,True,False,1,1,1
9312,bpi17denied,alignments,240,graph2512,True,False,True,False,,True,False,1,1,0
9313,bpi17denied,alignments,240,graph2511,True,False,True,True,,True,False,0,1,0
9314,bpi17denied,alignments,240,graph2510,True,False,True,True,,True,False,1,0,0
9315,bpi17denied,alignments,240,graph2509,True,False,True,True,,True,False,1,1,0
9316,bpi17denied,alignments,240,graph2508,False,False,False,,,,True,1,0,0
9317,bpi17denied,alignments,240,graph2507,True,False,True,True,,True,False,1,1,0
9318,bpi17denied,alignments,240,graph2506,True,False,True,True,,True,False,1,1,0
9319,bpi17denied,alignments,240,graph2505,True,False,True,True,,True,False,1,1,0
9320,bpi17denied,alignments,240,graph2504,True,False,True,True,,True,False,1,1,1
9321,bpi17denied,alignments,240,graph2503,True,False,True,True,,True,False,0,1,1
9322,bpi17denied,alignments,240,graph2502,True,False,False,True,,,False,1,0,0
9323,bpi17denied,alignments,240,graph2501,True,False,True,True,,True,False,1,1,1
9324,bpi17denied,alignments,240,graph2500,True,False,True,True,,True,False,0,1,0
9325,bpi17denied,alignments,240,graph2499,True,False,True,True,,True,False,1,1,1
9326,bpi17denied,alignments,240,graph2498,True,False,True,True,,True,False,0,1,0
9327,bpi17denied,alignments,240,graph2497,True,False,False,True,,,False,1,0,0
9328,bpi17denied,alignments,240,graph2496,True,False,True,False,,True,False,1,1,0
9329,bpi17denied,alignments,240,graph2495,True,False,False,True,,,False,1,0,0
9330,bpi17denied,alignments,240,graph2494,True,False,True,True,,True,False,1,1,0
9331,bpi17denied,alignments,240,graph2493,True,False,True,True,,True,False,1,1,0
9332,bpi17denied,alignments,240,graph2492,True,False,True,True,,True,False,1,1,1
9333,bpi17denied,alignments,240,graph2491,True,False,False,True,,,False,1,0,0
9334,bpi17denied,alignments,240,graph2490,True,False,True,True,,True,False,0,1,0
9335,bpi17denied,alignments,240,graph2489,True,False,True,True,,True,False,1,1,0
9336,bpi17denied,alignments,240,graph2488,True,False,True,True,,True,False,0,1,0
9337,bpi17denied,alignments,240,graph2487,False,False,False,,,,True,1,0,0
9338,bpi17denied,alignments,240,graph2486,True,False,True,True,,True,False,1,1,1
9339,bpi17denied,alignments,240,graph2485,True,False,False,True,,,False,1,0,0
9340,bpi17denied,alignments,240,graph2484,True,False,True,True,,True,False,1,1,0
9341,bpi17denied,alignments,240,graph2483,True,False,True,True,,True,False,1,1,0
9342,bpi17denied,alignments,240,graph2482,True,False,True,True,,True,False,1,1,1
9343,bpi17denied,alignments,240,graph2481,True,False,True,True,,True,False,1,1,1
9344,bpi17denied,alignments,240,graph2480,False,False,False,,,,True,1,0,0
9345,bpi17denied,alignments,240,graph2479,True,False,False,True,,,False,1,0,0
9346,bpi17denied,alignments,240,graph2478,True,False,True,True,,True,False,1,1,0
9347,bpi17denied,alignments,240,graph2477,True,False,True,True,,True,False,1,0,0
9348,bpi17denied,alignments,240,graph2476,True,False,True,True,,True,False,1,1,0
9349,bpi17denied,alignments,240,graph2475,True,False,True,True,,True,False,0,1,0
9350,bpi17denied,alignments,240,graph2474,True,False,True,True,,True,False,1,1,1
9351,bpi17denied,alignments,240,graph2473,True,False,True,True,,True,False,0,1,1
9352,bpi17denied,alignments,240,graph2472,True,False,True,True,,True,False,1,1,0
9353,bpi17denied,alignments,240,graph2471,True,False,True,True,,True,False,1,1,1
9354,bpi17denied,alignments,240,graph2470,True,False,True,True,,True,False,1,1,1
9355,bpi17denied,alignments,240,graph2469,True,False,True,True,,True,False,1,1,1
9356,bpi17denied,alignments,240,graph2468,True,False,True,True,,True,False,1,1,0
9357,bpi17denied,alignments,240,graph2467,True,False,True,True,,True,False,0,1,0
9358,bpi17denied,alignments,240,graph2466,True,False,True,True,,True,False,0,1,0
9359,bpi17denied,alignments,240,graph2465,True,False,True,True,,True,False,1,1,0
9360,bpi17denied,alignments,240,graph2464,True,False,True,True,,True,False,1,1,0
9361,bpi17denied,alignments,240,graph2463,True,False,False,True,,,False,1,0,0
9362,bpi17denied,alignments,240,graph2462,True,False,True,True,,True,False,0,1,1
9363,bpi17denied,alignments,240,graph2461,True,False,True,True,,True,False,1,1,0
9364,bpi17denied,alignments,240,graph2460,True,False,True,True,,True,False,1,0,0
9365,bpi17denied,alignments,240,graph2459,True,False,True,True,,True,False,1,1,0
9366,bpi17denied,alignments,240,graph2458,True,False,True,True,,True,False,1,1,0
9367,bpi17denied,alignments,240,graph2457,True,False,True,True,,True,False,1,1,0
9368,bpi17denied,alignments,240,graph2456,True,False,True,True,,True,False,1,1,0
9369,bpi17denied,alignments,240,graph2455,True,False,True,False,,True,False,1,1,0
9370,bpi17denied,alignments,240,graph2454,False,False,False,,,,True,1,0,0
9371,bpi17denied,alignments,240,graph2453,True,False,True,True,,True,False,1,1,0
9372,bpi17denied,alignments,240,graph2452,True,False,False,True,,,False,1,0,1
9373,bpi17denied,alignments,240,graph2451,True,False,True,True,,True,False,0,1,0
9374,bpi17denied,alignments,240,graph2450,True,False,True,False,,True,False,1,1,0
9375,bpi17denied,alignments,240,graph2449,True,False,True,True,,True,False,1,0,0
9376,bpi17denied,alignments,240,graph2448,True,False,False,True,,,False,1,0,0
9377,bpi17denied,alignments,240,graph2447,True,False,True,True,,True,False,1,1,0
9378,bpi17denied,alignments,240,graph2446,True,False,True,True,,True,False,0,1,0
9379,bpi17denied,alignments,240,graph2445,True,False,True,True,,True,False,1,1,0
9380,bpi17denied,alignments,240,graph2444,True,False,True,True,,True,False,0,1,0
9381,bpi17denied,alignments,240,graph2443,False,False,False,,,,True,0,0,1
9382,bpi17denied,alignments,240,graph2442,True,False,True,True,,True,False,1,1,0
9383,bpi17denied,alignments,240,graph2441,True,False,True,True,,True,False,1,1,0
9384,bpi17denied,alignments,240,graph2440,True,False,True,True,,True,False,1,1,0
9385,bpi17denied,alignments,240,graph2439,True,False,True,True,,True,False,0,1,0
9386,bpi17denied,alignments,240,graph2438,True,False,True,False,,True,False,1,1,0
9387,bpi17denied,alignments,240,graph2437,True,False,True,True,,True,False,1,1,0
9388,bpi17denied,alignments,240,graph2436,True,False,True,True,,True,False,1,1,0
9389,bpi17denied,alignments,240,graph2435,False,False,False,,,,True,1,0,0
9390,bpi17denied,alignments,240,graph2434,True,False,False,True,,,False,1,0,0
9391,bpi17denied,alignments,240,graph2433,False,False,False,,,,True,1,0,0
9392,bpi17denied,alignments,240,graph2432,True,False,True,True,,True,False,1,1,1
9393,bpi17denied,alignments,240,graph2431,True,False,True,True,,True,False,0,1,1
9394,bpi17denied,alignments,240,graph2430,True,False,True,True,,True,False,1,1,0
9395,bpi17denied,alignments,240,graph2429,False,False,False,,,,True,0,0,1
9396,bpi17denied,alignments,240,graph2428,True,False,True,True,,True,False,1,1,0
9397,bpi17denied,alignments,240,graph2427,True,False,True,True,,True,False,1,1,0
9398,bpi17denied,alignments,240,graph2426,True,False,True,True,,True,False,1,1,0
9399,bpi17denied,alignments,240,graph2425,True,False,True,True,,True,False,1,1,0
9400,bpi17denied,alignments,240,graph2424,True,False,True,True,,True,False,1,1,0
9401,bpi17denied,alignments,240,graph2423,True,False,True,True,,True,False,1,1,0
9402,bpi17denied,alignments,240,graph2422,False,False,False,,,,True,1,0,0
9403,bpi17denied,alignments,240,graph2421,True,False,True,True,,True,False,1,1,1
9404,bpi17denied,alignments,240,graph2420,True,False,True,True,,True,False,1,1,0
9405,bpi17denied,alignments,240,graph2419,True,False,True,True,,True,False,0,1,0
9406,bpi17denied,alignments,240,graph2418,True,False,True,True,,True,False,1,1,0
9407,bpi17denied,alignments,240,graph2417,True,False,True,True,,True,False,0,1,0
9408,bpi17denied,alignments,240,graph2416,True,False,True,True,,True,False,1,1,0
9409,bpi17denied,alignments,240,graph2415,True,False,False,False,,,True,1,0,0
9410,bpi17denied,alignments,240,graph2414,True,False,True,True,,True,False,0,1,0
9411,bpi17denied,alignments,240,graph2413,True,False,True,True,,True,False,1,1,0
9412,bpi17denied,alignments,240,graph2412,True,False,True,True,,True,False,1,1,0
9413,bpi17denied,alignments,240,graph2411,False,False,False,,,,True,1,0,0
9414,bpi17denied,alignments,240,graph2410,True,False,True,True,,True,False,0,1,0
9415,bpi17denied,alignments,240,graph2409,True,False,True,True,,True,False,0,1,0
9416,bpi17denied,alignments,240,graph2408,True,False,True,False,,True,False,1,1,0
9417,bpi17denied,alignments,240,graph2407,True,False,True,True,,True,False,1,1,0
9418,bpi17denied,alignments,240,graph2406,True,False,True,True,,True,False,1,1,1
9419,bpi17denied,alignments,240,graph2405,True,False,True,True,,True,False,0,1,0
9420,bpi17denied,alignments,240,graph2404,True,False,True,True,,True,False,0,1,0
9421,bpi17denied,alignments,240,graph2403,True,False,True,True,,True,False,1,1,1
9422,bpi17denied,alignments,240,graph2402,True,False,True,True,,True,False,0,1,0
9423,bpi17denied,alignments,240,graph2401,True,False,False,True,,,False,1,0,0
9424,bpi17denied,alignments,240,graph2400,True,False,False,False,,,True,1,0,0
9425,bpi17denied,alignments,240,graph2399,True,False,False,True,,,False,1,0,0
9426,bpi17denied,alignments,240,graph2398,True,False,True,True,,True,False,1,1,0
9427,bpi17denied,alignments,240,graph2397,True,False,True,True,,True,False,1,1,0
9428,bpi17denied,alignments,240,graph2396,True,False,True,True,,True,False,1,1,0
9429,bpi17denied,alignments,240,graph2395,True,False,True,True,,True,False,0,1,0
9430,bpi17denied,alignments,240,graph2394,True,False,True,True,,True,False,0,1,1
9431,bpi17denied,alignments,240,graph2393,False,False,False,,,,True,1,0,0
9432,bpi17denied,alignments,240,graph2392,True,False,True,True,,True,False,1,1,0
9433,bpi17denied,alignments,240,graph2391,True,False,True,True,,True,False,0,1,0
9434,bpi17denied,alignments,240,graph2390,True,False,True,True,,True,False,0,1,0
9435,bpi17denied,alignments,240,graph2389,True,False,True,True,,True,False,0,1,0
9436,bpi17denied,alignments,240,graph2388,True,False,True,True,,True,False,0,1,0
9437,bpi17denied,alignments,240,graph2387,True,False,True,True,,True,False,0,1,0
9438,bpi17denied,alignments,240,graph2386,True,False,True,True,,True,False,1,1,0
9439,bpi17denied,alignments,240,graph2385,True,False,True,True,,True,False,0,1,0
9440,bpi17denied,alignments,240,graph2384,True,False,True,True,,True,False,1,1,0
9441,bpi17denied,alignments,240,graph2383,True,False,True,True,,True,False,1,1,0
9442,bpi17denied,alignments,240,graph2382,False,False,False,,,,True,1,0,0
9443,bpi17denied,alignments,240,graph2381,True,False,True,True,,True,False,0,1,0
9444,bpi17denied,alignments,240,graph2380,True,False,True,True,,True,False,1,1,0
9445,bpi17denied,alignments,240,graph2379,True,False,True,True,,True,False,0,1,1
9446,bpi17denied,alignments,240,graph2378,True,False,False,True,,,False,1,0,0
9447,bpi17denied,alignments,240,graph2377,True,False,True,True,,True,False,0,1,0
9448,bpi17denied,alignments,240,graph2376,True,False,True,False,,True,False,1,1,0
9449,bpi17denied,alignments,240,graph2375,True,False,True,True,,True,False,0,1,0
9450,bpi17denied,alignments,240,graph2374,True,False,True,True,,True,False,1,1,1
9451,bpi17denied,alignments,240,graph2373,True,False,True,True,,True,False,1,1,0
9452,bpi17denied,alignments,240,graph2372,True,False,True,True,,True,False,0,1,0
9453,bpi17denied,alignments,240,graph2371,True,False,True,True,,True,False,1,1,1
9454,bpi17denied,alignments,240,graph2370,True,False,True,True,,True,False,1,1,0
9455,bpi17denied,alignments,240,graph2369,True,False,True,True,,True,False,0,1,0
9456,bpi17denied,alignments,240,graph2368,True,False,True,True,,True,False,0,1,0
9457,bpi17denied,alignments,240,graph2367,True,False,True,True,,True,False,0,1,0
9458,bpi17denied,alignments,240,graph2366,True,False,True,True,,True,False,1,1,0
9459,bpi17denied,alignments,240,graph2365,True,False,True,True,,True,False,1,1,0
9460,bpi17denied,alignments,240,graph2364,True,False,True,True,,True,False,1,1,0
9461,bpi17denied,alignments,240,graph2363,True,False,True,True,,True,False,1,1,0
9462,bpi17denied,alignments,240,graph2362,True,False,False,True,,,False,1,0,0
9463,bpi17denied,alignments,240,graph2361,True,False,True,True,,True,False,1,1,0
9464,bpi17denied,alignments,240,graph2360,True,False,True,True,,True,False,0,1,0
9465,bpi17denied,alignments,240,graph2359,True,False,True,True,,True,False,0,1,0
9466,bpi17denied,alignments,240,graph2358,True,False,True,True,,True,False,0,1,0
9467,bpi17denied,alignments,240,graph2357,True,False,True,True,,True,False,1,1,1
9468,bpi17denied,alignments,240,graph2356,False,False,False,,,,True,0,1,0
9469,bpi17denied,alignments,240,graph2355,True,False,True,True,,True,False,1,1,0
9470,bpi17denied,alignments,240,graph2354,True,False,True,False,,True,False,1,1,0
9471,bpi17denied,alignments,240,graph2353,True,False,True,True,,True,False,1,1,0
9472,bpi17denied,alignments,240,graph2352,True,False,True,True,,True,False,1,1,0
9473,bpi17denied,alignments,240,graph2351,True,False,True,True,,True,False,0,1,0
9474,bpi17denied,alignments,240,graph2350,False,False,False,,,,True,0,1,0
9475,bpi17denied,alignments,240,graph2349,True,False,True,True,,True,False,1,1,1
9476,bpi17denied,alignments,240,graph2348,False,False,False,,,,True,1,0,0
9477,bpi17denied,alignments,240,graph2347,True,False,True,True,,True,False,0,1,0
9478,bpi17denied,alignments,240,graph2346,True,False,False,True,,,False,1,0,0
9479,bpi17denied,alignments,240,graph2345,True,False,True,True,,True,False,0,1,0
9480,bpi17denied,alignments,240,graph2344,True,False,True,True,,True,False,0,1,0
9481,bpi17denied,alignments,240,graph2343,True,False,True,False,,True,False,1,1,0
9482,bpi17denied,alignments,240,graph2342,True,False,True,False,,True,False,1,1,0
9483,bpi17denied,alignments,240,graph2341,True,False,True,True,,True,False,0,1,0
9484,bpi17denied,alignments,240,graph2340,True,False,True,False,,True,False,1,1,0
9485,bpi17denied,alignments,240,graph2339,True,False,False,True,,,False,1,0,0
9486,bpi17denied,alignments,240,graph2338,True,False,False,True,,,False,1,0,0
9487,bpi17denied,alignments,240,graph2337,True,False,True,True,,True,False,1,1,0
9488,bpi17denied,alignments,240,graph2336,True,False,True,True,,True,False,1,1,1
9489,bpi17denied,alignments,240,graph2335,True,False,True,True,,True,False,0,1,0
9490,bpi17denied,alignments,240,graph2334,True,False,True,True,,True,False,1,1,1
9491,bpi17denied,alignments,240,graph2333,True,False,True,True,,True,False,0,1,0
9492,bpi17denied,alignments,240,graph2332,True,False,False,True,,,False,1,0,0
9493,bpi17denied,alignments,240,graph2331,True,False,True,True,,True,False,0,1,0
9494,bpi17denied,alignments,240,graph2330,True,False,True,True,,True,False,0,1,0
9495,bpi17denied,alignments,240,graph2329,True,False,True,True,,True,False,1,1,0
9496,bpi17denied,alignments,240,graph2328,True,False,True,True,,True,False,1,1,0
9497,bpi17denied,alignments,240,graph2327,True,False,True,True,,True,False,0,1,0
9498,bpi17denied,alignments,240,graph2326,True,False,True,True,,True,False,0,1,0
9499,bpi17denied,alignments,240,graph2325,True,False,True,True,,True,False,0,1,0
9500,bpi17denied,alignments,240,graph2324,True,False,True,True,,True,False,1,1,0
9501,bpi17denied,alignments,240,graph2323,True,False,True,True,,True,False,0,1,0
9502,bpi17denied,alignments,240,graph2322,True,False,True,True,,True,False,1,1,0
9503,bpi17denied,alignments,240,graph2321,True,False,True,True,,True,False,1,1,0
9504,bpi17denied,alignments,240,graph2320,True,False,True,True,,True,False,0,1,0
9505,bpi17denied,alignments,240,graph2319,True,False,True,True,,True,False,1,1,0
9506,bpi17denied,alignments,240,graph2318,True,False,True,True,,True,False,1,1,0
9507,bpi17denied,alignments,240,graph2317,True,False,True,True,,True,False,1,1,0
9508,bpi17denied,alignments,240,graph2316,True,False,True,True,,True,False,1,1,1
9509,bpi17denied,alignments,240,graph2315,True,False,True,True,,True,False,1,1,0
9510,bpi17denied,alignments,240,graph2314,False,False,False,,,,True,1,0,0
9511,bpi17denied,alignments,240,graph2313,True,False,True,True,,True,False,1,1,0
9512,bpi17denied,alignments,240,graph2312,True,False,True,True,,True,False,1,1,0
9513,bpi17denied,alignments,240,graph2311,True,False,True,True,,True,False,0,1,0
9514,bpi17denied,alignments,240,graph2310,True,False,True,True,,True,False,1,1,0
9515,bpi17denied,alignments,240,graph2309,True,False,True,True,,True,False,0,1,1
9516,bpi17denied,alignments,240,graph2308,True,False,True,True,,True,False,0,1,0
9517,bpi17denied,alignments,240,graph2307,True,False,True,True,,True,False,0,1,0
9518,bpi17denied,alignments,240,graph2306,True,False,True,True,,True,False,0,1,0
9519,bpi17denied,alignments,240,graph2305,True,False,True,True,,True,False,0,1,1
9520,bpi17denied,alignments,240,graph2304,True,False,True,True,,True,False,0,1,0
9521,bpi17denied,alignments,240,graph2303,True,False,True,True,,True,False,0,1,0
9522,bpi17denied,alignments,240,graph2302,True,False,True,True,,True,False,0,1,0
9523,bpi17denied,alignments,240,graph2301,True,False,True,True,,True,False,1,1,0
9524,bpi17denied,alignments,240,graph2300,True,False,True,True,,True,False,1,1,0
9525,bpi17denied,alignments,240,graph2299,True,False,False,True,,,False,1,0,0
9526,bpi17denied,alignments,240,graph2298,True,False,True,True,,True,False,1,1,1
9527,bpi17denied,alignments,240,graph2297,True,False,True,True,,True,False,1,1,0
